campaign_id,customer_id,campaign_date,channel,campaign_type,region,age,age_segment,gender,previous_spend,spend_tier,budget,duration_days,impressions,clicks,conversions,revenue,ctr,conversion_rate,roi
CMP-012,CUST-0498,2025-03-27,Social Media,Consideration,West,31,25-34,Female,434.28,Medium,3817.09,10,116321,4751,213,31520.5,0.0408,0.0448,7.2577
CMP-026,CUST-0499,2025-01-19,Influencer,Conversion,East,26,25-34,Other,1102.11,VIP,4642.25,21,210901,5935,560,34703.52,0.0281,0.0944,6.4756
CMP-023,CUST-0500,2025-03-05,Social Media,Retargeting,East,28,25-34,Male,347.29,Medium,2666.97,10,138602,3098,330,15006.91,0.0224,0.1065,4.627
CMP-030,CUST-0501,2025-01-04,Influencer,Awareness,South,18,18-24,Male,789.66,High,4089.22,7,188911,3191,91,10382.89,0.0169,0.0285,1.5391
CMP-013,CUST-0502,2025-06-18,Display Ads,Awareness,West,33,25-34,Male,83.41,Low,3192.49,21,128953,2295,96,14298.09,0.0178,0.0418,3.4787
CMP-023,CUST-0503,2025-02-13,Display Ads,Consideration,South,44,35-44,Female,388.2,Medium,357.66,21,6463,87,3,441.02,0.0135,0.0345,0.2331
CMP-024,CUST-0504,2025-02-24,Email,Awareness,West,45,45-54,Female,635.83,High,1324.56,10,79459,5319,184,35968.87,0.0669,0.0346,26.1553
CMP-007,CUST-0505,2025-01-08,Display Ads,Awareness,East,38,35-44,Female,45.36,Low,1488.68,30,48003,761,22,1972.82,0.0159,0.0289,0.3252
CMP-025,CUST-0506,2025-04-20,Paid Search,Conversion,East,45,45-54,Female,380.59,Medium,2148.31,14,165248,7707,751,142157.0,0.0466,0.0974,65.1715
CMP-004,CUST-0507,2025-02-05,Influencer,Conversion,North,56,55+,Female,173.55,Low,3269.26,7,144908,3653,240,40968.39,0.0252,0.0657,11.5314
CMP-031,CUST-0508,2025-01-05,Social Media,Retargeting,North,61,55+,Male,250.56,Medium,4586.16,14,343110,16986,1675,142162.71,0.0495,0.0986,29.9982
CMP-006,CUST-0509,2025-04-09,Social Media,Conversion,West,55,55+,Male,269.64,Medium,3294.79,14,173827,5363,400,66498.25,0.0309,0.0746,19.1828
CMP-036,CUST-0510,2025-03-04,Influencer,Consideration,West,46,45-54,Male,188.28,Low,1176.6,10,64095,1489,53,10442.07,0.0232,0.0356,7.8748
CMP-018,CUST-0511,2025-05-17,Email,Consideration,West,49,45-54,Male,389.11,Medium,788.64,21,46002,1866,123,20111.9,0.0406,0.0659,24.502
CMP-025,CUST-0512,2025-04-22,Influencer,Conversion,West,23,18-24,Male,123.81,Low,1434.22,10,26123,445,20,2661.83,0.017,0.0449,0.8559
CMP-021,CUST-0513,2025-04-10,Influencer,Retargeting,North,28,25-34,Female,319.92,Medium,1900.27,21,61184,1946,186,19702.87,0.0318,0.0956,9.3685
CMP-026,CUST-0514,2025-05-08,Email,Conversion,East,50,45-54,Male,112.03,Low,1065.01,21,38982,2482,226,39002.2,0.0637,0.0911,35.6214
CMP-033,CUST-0515,2025-04-07,Influencer,Awareness,Central,18,18-24,Male,1025.71,VIP,5108.54,7,166281,4390,107,14136.51,0.0264,0.0244,1.7672
CMP-004,CUST-0516,2025-02-10,Influencer,Conversion,West,32,25-34,Male,200.97,Medium,3007.52,7,93651,1911,168,22713.41,0.0204,0.0879,6.5522
CMP-019,CUST-0517,2025-05-29,Social Media,Conversion,Central,29,25-34,Male,385.93,Medium,4471.58,7,204606,7019,391,23037.72,0.0343,0.0557,4.152
CMP-010,CUST-0518,2025-05-28,Email,Conversion,South,33,25-34,Male,355.71,Medium,3639.84,7,204659,8936,867,81961.55,0.0437,0.097,21.5179
CMP-003,CUST-0519,2025-04-07,Email,Consideration,East,23,18-24,Male,222.74,Medium,4121.99,7,256363,5698,302,36947.6,0.0222,0.053,7.9635
CMP-006,CUST-0520,2025-05-03,Email,Retargeting,Central,36,35-44,Other,392.2,Medium,3714.57,14,97382,5648,455,90086.92,0.058,0.0806,23.2523
CMP-009,CUST-0521,2025-05-23,Email,Awareness,Central,42,35-44,Female,878.11,High,4149.85,30,155271,9569,483,62767.64,0.0616,0.0505,14.1253
CMP-014,CUST-0522,2025-04-25,Influencer,Conversion,South,44,35-44,Female,944.23,VIP,946.77,14,18503,342,18,2401.64,0.0185,0.0526,1.5367
CMP-024,CUST-0523,2025-03-17,Influencer,Awareness,North,34,25-34,Male,179.1,Low,2507.86,30,101395,2706,116,18940.53,0.0267,0.0429,6.5525
CMP-014,CUST-0524,2025-02-25,Paid Search,Retargeting,North,34,25-34,Female,129.66,Low,3270.4,10,103290,6131,559,66266.36,0.0594,0.0912,19.2625
CMP-025,CUST-0525,2025-06-27,Paid Search,Awareness,West,41,35-44,Female,144.04,Low,2949.14,10,84320,4753,322,49345.89,0.0564,0.0677,15.7323
CMP-033,CUST-0526,2025-06-04,Paid Search,Consideration,South,26,25-34,Female,358.9,Medium,725.99,10,18061,1271,86,4309.72,0.0704,0.0677,4.9363
CMP-022,CUST-0527,2025-02-26,Display Ads,Awareness,South,33,25-34,Other,488.6,Medium,4966.15,21,165317,2724,87,13022.85,0.0165,0.0319,1.6223
CMP-007,CUST-0528,2025-02-13,Paid Search,Conversion,East,19,18-24,Male,299.03,Medium,4940.57,14,193557,9101,859,138354.01,0.047,0.0944,27.0037
CMP-026,CUST-0529,2025-02-06,Social Media,Awareness,North,27,25-34,Male,820.31,High,3102.67,21,104557,2273,112,9803.2,0.0217,0.0493,2.1596
CMP-027,CUST-0530,2025-04-20,Paid Search,Awareness,East,37,35-44,Female,713.41,High,4917.13,30,354554,13866,749,132594.88,0.0391,0.054,25.9659
CMP-021,CUST-0531,2025-01-15,Display Ads,Retargeting,North,30,25-34,Female,221.61,Medium,3955.54,7,124567,886,75,12025.98,0.0071,0.0847,2.0403
CMP-009,CUST-0532,2025-01-02,Social Media,Retargeting,Central,30,25-34,Male,296.65,Medium,3757.57,21,163839,4129,350,55634.88,0.0252,0.0848,13.8061
CMP-029,CUST-0533,2025-02-04,Influencer,Retargeting,Central,39,35-44,Female,141.23,Low,2063.46,30,39324,906,52,10063.66,0.023,0.0574,3.8771
CMP-035,CUST-0534,2025-06-11,Display Ads,Conversion,East,31,25-34,Female,251.46,Medium,2259.06,30,111534,1965,160,16865.61,0.0176,0.0814,6.4658
CMP-007,CUST-0535,2025-02-20,Email,Conversion,South,32,25-34,Female,429.37,Medium,2916.12,7,170667,7810,747,32008.94,0.0458,0.0956,9.9766
CMP-031,CUST-0536,2025-04-23,Social Media,Consideration,West,44,35-44,Female,167.55,Low,1134.9,21,36165,959,53,9481.06,0.0265,0.0553,7.3541
CMP-003,CUST-0537,2025-05-03,Email,Consideration,East,39,35-44,Female,1177.0,VIP,926.14,14,39383,1637,131,9066.41,0.0416,0.08,8.7895
CMP-026,CUST-0538,2025-02-02,Social Media,Conversion,West,52,45-54,Male,216.03,Medium,2018.98,10,41834,1883,92,15905.31,0.045,0.0489,6.8779
CMP-001,CUST-0539,2025-05-11,Social Media,Consideration,West,44,35-44,Male,452.42,Medium,1559.91,10,85904,3066,227,19728.46,0.0357,0.074,11.6472
CMP-007,CUST-0540,2025-02-08,Paid Search,Retargeting,South,42,35-44,Male,576.25,High,934.24,10,36082,2627,218,15691.74,0.0728,0.083,15.7963
CMP-034,CUST-0541,2025-04-20,Social Media,Retargeting,South,36,35-44,Female,212.01,Medium,1825.81,7,49371,1940,144,16143.52,0.0393,0.0742,7.8418
CMP-003,CUST-0542,2025-01-26,Email,Retargeting,East,36,35-44,Male,542.61,High,1246.47,21,74249,4148,407,26333.13,0.0559,0.0981,20.1262
CMP-024,CUST-0543,2025-04-09,Display Ads,Retargeting,Central,22,18-24,Female,1254.27,VIP,4652.89,7,94703,1747,68,7762.0,0.0184,0.0389,0.6682
CMP-013,CUST-0544,2025-05-02,Email,Consideration,North,46,45-54,Female,744.58,High,2937.75,10,71107,3601,195,30309.36,0.0506,0.0542,9.3172
CMP-023,CUST-0545,2025-05-09,Display Ads,Consideration,North,37,35-44,Female,266.75,Medium,1159.64,7,31265,448,19,3638.05,0.0143,0.0424,2.1372
CMP-033,CUST-0546,2025-03-11,Influencer,Awareness,Central,19,18-24,Female,537.39,High,1242.72,10,25637,804,25,3753.4,0.0314,0.0311,2.0203
CMP-034,CUST-0547,2025-01-12,Social Media,Conversion,East,30,25-34,Female,65.98,Low,1505.35,30,26843,627,63,9831.24,0.0234,0.1005,5.5309
CMP-016,CUST-0548,2025-04-05,Influencer,Awareness,North,44,35-44,Male,334.42,Medium,753.74,14,32477,813,38,4205.51,0.025,0.0467,4.5795
CMP-004,CUST-0549,2025-01-05,Paid Search,Awareness,East,39,35-44,Female,117.3,Low,3537.99,30,262822,21314,1327,208413.42,0.0811,0.0623,57.9073
CMP-036,CUST-0550,2025-04-12,Email,Consideration,East,32,25-34,Male,267.84,Medium,2513.37,10,130293,7554,459,46321.29,0.058,0.0608,17.43
CMP-012,CUST-0551,2025-02-15,Email,Retargeting,South,32,25-34,Female,369.63,Medium,3683.73,21,94536,4099,356,34876.6,0.0434,0.0869,8.4677
CMP-034,CUST-0552,2025-01-04,Email,Conversion,North,25,25-34,Female,614.01,High,991.07,7,49825,1951,214,24771.65,0.0392,0.1097,23.9949
CMP-022,CUST-0553,2025-02-11,Display Ads,Awareness,South,19,18-24,Female,130.76,Low,1959.02,14,32007,496,14,1668.53,0.0155,0.0282,-0.1483
CMP-033,CUST-0554,2025-02-07,Display Ads,Consideration,North,36,35-44,Female,431.78,Medium,3528.52,14,86668,1266,57,10311.95,0.0146,0.045,1.9225
CMP-011,CUST-0555,2025-01-22,Influencer,Consideration,East,24,18-24,Female,69.92,Low,3281.86,7,78318,2423,123,15445.15,0.0309,0.0508,3.7062
CMP-020,CUST-0556,2025-03-09,Paid Search,Consideration,North,32,25-34,Female,119.22,Low,4175.95,7,312525,20419,1752,105173.36,0.0653,0.0858,24.1855
CMP-031,CUST-0557,2025-02-02,Display Ads,Awareness,West,42,35-44,Female,387.7,Medium,4072.55,10,103463,1482,51,9893.62,0.0143,0.0344,1.4293
CMP-009,CUST-0558,2025-05-07,Display Ads,Retargeting,South,23,18-24,Male,1782.66,VIP,2950.63,30,54535,970,54,5767.97,0.0178,0.0557,0.9548
CMP-015,CUST-0559,2025-05-02,Paid Search,Consideration,North,40,35-44,Female,483.94,Medium,4816.38,10,117803,8641,764,136248.42,0.0734,0.0884,27.2886
CMP-010,CUST-0560,2025-02-05,Display Ads,Retargeting,West,34,25-34,Female,155.57,Low,5015.95,7,173175,3668,193,31012.07,0.0212,0.0526,5.1827
CMP-005,CUST-0561,2025-01-20,Social Media,Retargeting,South,44,35-44,Female,779.78,High,3110.54,7,137308,4567,309,49486.09,0.0333,0.0677,14.9092
CMP-020,CUST-0562,2025-02-09,Social Media,Conversion,West,37,35-44,Female,1029.91,VIP,4623.61,7,101577,2169,168,8736.68,0.0214,0.0775,0.8896
CMP-030,CUST-0563,2025-02-10,Paid Search,Conversion,Central,18,18-24,Female,329.01,Medium,5069.64,14,283655,14690,794,54039.09,0.0518,0.0541,9.6594
CMP-012,CUST-0564,2025-03-22,Display Ads,Conversion,Central,45,45-54,Female,642.63,High,4362.18,21,95613,946,43,3403.12,0.0099,0.0455,-0.2199
CMP-002,CUST-0565,2025-03-21,Social Media,Awareness,North,47,45-54,Male,327.37,Medium,3025.7,10,109967,3935,131,25486.77,0.0358,0.0333,7.4234
CMP-031,CUST-0566,2025-04-12,Email,Consideration,East,44,35-44,Female,112.84,Low,1295.19,30,75714,3444,312,48082.99,0.0455,0.0906,36.1243
CMP-033,CUST-0567,2025-01-10,Email,Conversion,South,53,45-54,Female,174.11,Low,1131.93,14,49005,2333,160,30565.76,0.0476,0.0686,26.0032
CMP-010,CUST-0568,2025-03-29,Display Ads,Awareness,Central,18,18-24,Male,225.26,Medium,4158.96,21,98926,1429,41,3895.04,0.0144,0.0287,-0.0635
CMP-005,CUST-0569,2025-03-21,Influencer,Retargeting,West,35,35-44,Male,147.92,Low,4557.54,30,237402,6065,488,57354.46,0.0255,0.0805,11.5845
CMP-005,CUST-0570,2025-05-02,Social Media,Consideration,North,49,45-54,Female,264.08,Medium,4051.26,14,168458,6197,379,73457.8,0.0368,0.0612,17.1321
CMP-019,CUST-0571,2025-03-22,Social Media,Conversion,South,21,18-24,Male,485.49,Medium,754.93,14,25912,908,61,9999.33,0.035,0.0672,12.2454
CMP-010,CUST-0572,2025-04-29,Display Ads,Consideration,South,18,18-24,Female,170.48,Low,2042.35,7,59923,733,29,1607.23,0.0122,0.0396,-0.213
CMP-026,CUST-0573,2025-02-24,Display Ads,Awareness,East,43,35-44,Male,115.15,Low,904.48,21,26243,424,19,1365.68,0.0162,0.0448,0.5099
CMP-025,CUST-0574,2025-01-06,Email,Conversion,West,41,35-44,Female,109.77,Low,1658.76,21,69086,3045,209,23029.31,0.0441,0.0686,12.8834
CMP-027,CUST-0575,2025-04-20,Paid Search,Retargeting,East,35,35-44,Male,334.07,Medium,5022.32,14,166117,9216,1323,160728.48,0.0555,0.1436,31.0028
CMP-028,CUST-0576,2025-02-20,Social Media,Conversion,West,40,35-44,Male,1518.33,VIP,3855.21,7,139099,3324,278,47801.87,0.0239,0.0836,11.3993
CMP-021,CUST-0577,2025-06-22,Email,Conversion,South,24,18-24,Male,436.39,Medium,1624.59,21,100807,4539,357,52637.45,0.045,0.0787,31.4005
CMP-007,CUST-0578,2025-04-07,Email,Conversion,South,21,18-24,Female,753.69,High,2038.21,10,149787,7636,511,22365.26,0.051,0.0669,9.973
CMP-008,CUST-0579,2025-04-20,Paid Search,Retargeting,West,25,25-34,Male,293.26,Medium,5074.24,30,227946,13101,1378,121117.85,0.0575,0.1052,22.8692
CMP-028,CUST-0580,2025-01-26,Social Media,Conversion,West,22,18-24,Male,265.43,Medium,4258.81,7,102928,2452,163,15091.75,0.0238,0.0665,2.5437
CMP-035,CUST-0581,2025-02-24,Email,Consideration,Central,39,35-44,Male,106.49,Low,4117.87,10,160730,5014,340,64838.48,0.0312,0.0678,14.7456
CMP-030,CUST-0582,2025-03-14,Social Media,Conversion,West,44,35-44,Female,241.85,Medium,4616.09,14,151089,4884,433,48328.06,0.0323,0.0887,9.4695
CMP-010,CUST-0583,2025-05-27,Display Ads,Conversion,Central,40,35-44,Female,677.51,High,1522.88,21,59993,657,36,6216.98,0.011,0.0548,3.0824
CMP-009,CUST-0584,2025-03-01,Influencer,Consideration,South,26,25-34,Female,453.11,Medium,3793.62,7,71231,1976,101,9111.97,0.0277,0.0511,1.4019
CMP-021,CUST-0585,2025-06-08,Email,Awareness,West,52,45-54,Female,230.06,Medium,4814.88,30,113796,5260,240,16720.53,0.0462,0.0456,2.4727
CMP-023,CUST-0586,2025-04-07,Email,Retargeting,South,30,25-34,Female,303.04,Medium,3547.4,14,136400,7737,742,89426.99,0.0567,0.0959,24.2092
CMP-030,CUST-0587,2025-05-07,Influencer,Awareness,South,29,25-34,Female,258.18,Medium,4776.69,14,100888,3674,156,14490.94,0.0364,0.0425,2.0337
CMP-014,CUST-0588,2025-03-18,Paid Search,Consideration,East,25,25-34,Female,198.42,Low,4732.65,7,269031,11482,1075,60647.71,0.0427,0.0936,11.8147
CMP-035,CUST-0589,2025-01-06,Email,Retargeting,East,40,35-44,Female,203.49,Medium,2831.96,30,89419,3765,331,27282.0,0.0421,0.0879,8.6336
CMP-009,CUST-0590,2025-05-07,Social Media,Retargeting,Unknown,25,25-34,Female,540.87,High,2836.38,21,86885,3411,262,33145.11,0.0393,0.0768,10.6857
CMP-026,CUST-0591,2025-05-05,Email,Conversion,Central,26,25-34,Male,344.43,Medium,4631.86,21,200444,12287,1067,126565.46,0.0613,0.0868,26.325
CMP-023,CUST-0592,2025-03-06,Social Media,Retargeting,North,18,18-24,Male,233.27,Medium,2337.57,30,112469,4118,374,40111.98,0.0366,0.0908,16.1597
CMP-021,CUST-0593,2025-03-22,Social Media,Awareness,South,48,45-54,Female,200.5,Medium,396.72,7,19519,713,20,2683.17,0.0365,0.0281,5.7634
CMP-005,CUST-0594,2025-06-21,Social Media,Retargeting,Central,36,35-44,Male,268.22,Medium,3133.65,7,146946,6001,441,75171.55,0.0408,0.0735,22.9885
CMP-018,CUST-0595,2025-01-06,Social Media,Awareness,South,22,18-24,Female,75.42,Low,436.51,14,22120,583,14,1383.17,0.0264,0.024,2.1687
CMP-034,CUST-0596,2025-03-19,Email,Retargeting,North,18,18-24,Female,117.84,Low,1888.37,14,58239,2824,268,27534.24,0.0485,0.0949,13.581
CMP-030,CUST-0597,2025-02-27,Social Media,Retargeting,North,48,45-54,Female,183.81,Low,4353.46,7,124532,2262,198,31145.36,0.0182,0.0875,6.1542
CMP-024,CUST-0598,2025-01-12,Display Ads,Retargeting,North,54,45-54,Female,161.7,Low,582.82,7,12793,157,9,1505.2,0.0123,0.0573,1.5826
CMP-009,CUST-0599,2025-04-16,Paid Search,Awareness,East,45,45-54,Male,78.1,Low,3590.94,21,155452,5814,279,34244.27,0.0374,0.048,8.5363
CMP-031,CUST-0600,2025-03-04,Email,Consideration,East,31,25-34,Male,252.99,Medium,3720.58,10,91054,3280,207,25765.57,0.036,0.0631,5.9251
CMP-032,CUST-0601,2025-03-21,Email,Awareness,Central,34,25-34,Female,206.67,Medium,3528.15,21,176355,5844,207,32034.03,0.0331,0.0354,8.0796
CMP-033,CUST-0602,2025-05-28,Email,Consideration,North,32,25-34,Female,395.65,Medium,1064.36,7,68909,3503,212,32218.5,0.0508,0.0605,29.2703
CMP-017,CUST-0603,2025-05-11,Email,Retargeting,East,28,25-34,Male,234.84,Medium,607.81,14,17227,815,95,12543.44,0.0473,0.1166,19.6371
CMP-026,CUST-0604,2025-06-15,Email,Consideration,Central,22,18-24,Male,107.05,Low,5001.01,10,129364,5876,212,15844.86,0.0454,0.0361,2.1683
CMP-026,CUST-0605,2025-06-13,Social Media,Awareness,East,27,25-34,Female,493.84,Medium,3773.39,14,93224,2995,124,19053.5,0.0321,0.0414,4.0494
CMP-016,CUST-0606,2025-01-04,Email,Conversion,South,43,35-44,Female,188.38,Low,2425.42,21,62895,4063,383,28954.43,0.0646,0.0943,10.9379
CMP-001,CUST-0607,2025-03-16,Social Media,Consideration,North,35,35-44,Male,471.14,Medium,2897.56,10,64233,2079,102,9726.65,0.0324,0.0491,2.3568
CMP-023,CUST-0608,2025-03-19,Influencer,Consideration,West,33,25-34,Male,55.39,Low,4673.16,14,236214,7344,479,55217.42,0.0311,0.0652,10.8159
CMP-002,CUST-0609,2025-03-04,Email,Consideration,South,30,25-34,Male,56.51,Low,3943.91,30,238639,9639,659,43390.26,0.0404,0.0684,10.0018
CMP-034,CUST-0610,2025-03-12,Email,Conversion,East,42,35-44,Female,649.95,High,1274.28,14,63616,2456,273,18713.9,0.0386,0.1112,13.6859
CMP-023,CUST-0611,2025-05-14,Social Media,Conversion,West,39,35-44,Male,136.17,Low,3375.41,14,140243,4241,294,49523.79,0.0302,0.0693,13.6719
CMP-004,CUST-0612,2025-03-31,Social Media,Awareness,East,33,25-34,Female,372.39,Medium,4158.53,14,186058,5914,298,47472.38,0.0318,0.0504,10.4157
CMP-013,CUST-0613,2025-06-23,Social Media,Conversion,East,36,35-44,Female,154.72,Low,2399.43,21,115881,4614,346,32862.58,0.0398,0.075,12.696
CMP-021,CUST-0614,2025-03-20,Display Ads,Awareness,South,33,25-34,Female,434.93,Medium,1792.07,7,75784,1396,37,5114.73,0.0184,0.0265,1.8541
CMP-034,CUST-0615,2025-04-16,Social Media,Consideration,East,22,18-24,Female,334.45,Medium,484.21,21,22904,766,39,5263.84,0.0334,0.0509,9.871
CMP-016,CUST-0616,2025-04-11,Paid Search,Consideration,Central,20,18-24,Female,908.98,VIP,2304.27,10,59688,2866,172,16960.43,0.048,0.06,6.3604
CMP-022,CUST-0617,2025-05-30,Paid Search,Conversion,Central,24,18-24,Female,268.33,Medium,3935.91,30,89888,4781,261,34731.84,0.0532,0.0546,7.8243
CMP-010,CUST-0618,2025-01-18,Social Media,Consideration,North,39,35-44,Female,78.45,Low,1092.16,7,58390,1328,71,4664.16,0.0227,0.0535,3.2706
CMP-026,CUST-0619,2025-05-20,Email,Awareness,West,27,25-34,Female,335.28,Medium,4335.18,14,249627,11394,605,57583.6,0.0456,0.0531,12.2829
CMP-016,CUST-0620,2025-01-26,Email,Conversion,Central,37,35-44,Female,224.55,Medium,2740.88,30,132707,7402,610,40408.09,0.0558,0.0824,13.7427
CMP-002,CUST-0621,2025-06-18,Social Media,Awareness,West,43,35-44,Male,256.19,Medium,2505.73,30,128660,4170,153,27638.81,0.0324,0.0367,10.0302
CMP-011,CUST-0622,2025-05-12,Social Media,Conversion,Central,39,35-44,Male,462.49,Medium,1196.31,7,31311,1463,100,11821.95,0.0467,0.0684,8.882
CMP-020,CUST-0623,2025-05-28,Influencer,Awareness,West,25,25-34,Male,162.24,Low,4110.68,30,128040,3758,140,22328.45,0.0294,0.0373,4.4318
CMP-026,CUST-0624,2025-06-23,Email,Awareness,South,35,35-44,Male,435.56,Medium,1919.75,21,66069,3934,217,36419.39,0.0595,0.0552,17.9709
CMP-027,CUST-0625,2025-04-06,Influencer,Awareness,East,50,45-54,Female,73.59,Low,3411.78,30,55189,1767,51,5954.13,0.032,0.0289,0.7452
CMP-036,CUST-0626,2025-04-22,Email,Consideration,West,30,25-34,Male,595.93,High,4272.06,30,130347,5033,358,44479.7,0.0386,0.0711,9.4118
CMP-027,CUST-0627,2025-06-14,Paid Search,Conversion,East,41,35-44,Male,382.0,Medium,2756.45,30,176536,12181,1248,127758.82,0.069,0.1025,45.349
CMP-009,CUST-0628,2025-05-13,Display Ads,Consideration,West,44,35-44,Female,484.06,Medium,839.43,14,21039,251,11,591.0,0.0119,0.0438,-0.296
CMP-017,CUST-0629,2025-05-13,Social Media,Consideration,South,38,35-44,Male,172.08,Low,2775.23,30,80253,2523,150,10014.76,0.0314,0.0595,2.6086
CMP-017,CUST-0630,2025-02-05,Paid Search,Awareness,West,33,25-34,Male,187.37,Low,3003.37,10,200090,12465,733,109969.96,0.0623,0.0588,35.6155
CMP-003,CUST-0631,2025-05-22,Social Media,Awareness,West,21,18-24,Female,380.03,Medium,4941.01,21,121338,3202,89,9294.74,0.0264,0.0278,0.8811
CMP-020,CUST-0632,2025-02-20,Display Ads,Conversion,South,37,35-44,Male,214.18,Medium,3299.47,30,92408,1399,58,7050.99,0.0151,0.0415,1.137
CMP-009,CUST-0633,2025-04-05,Social Media,Consideration,South,38,35-44,Male,67.33,Low,1289.18,14,38871,1334,62,8511.36,0.0343,0.0465,5.6022
CMP-035,CUST-0634,2025-01-15,Paid Search,Conversion,North,39,35-44,Female,184.21,Low,2477.0,10,84184,3855,397,72185.19,0.0458,0.103,28.1422
CMP-005,CUST-0635,2025-02-26,Email,Conversion,South,18,18-24,Female,283.48,Medium,3808.7,21,261396,11897,689,84332.36,0.0455,0.0579,21.142
CMP-035,CUST-0636,2025-02-22,Social Media,Awareness,West,29,25-34,Female,1058.51,VIP,4430.91,10,161250,3638,166,9478.27,0.0226,0.0456,1.1391
CMP-003,CUST-0637,2025-03-11,Influencer,Conversion,West,36,35-44,Male,232.25,Medium,3202.96,14,104514,2578,143,25244.53,0.0247,0.0555,6.8816
CMP-025,CUST-0638,2025-06-19,Social Media,Awareness,South,22,18-24,Male,79.34,Low,501.83,14,28194,1102,43,5796.43,0.0391,0.039,10.5506
CMP-017,CUST-0639,2025-04-20,Display Ads,Retargeting,North,22,18-24,Female,190.75,Low,4265.87,7,156496,3164,223,17249.6,0.0202,0.0705,3.0436
CMP-034,CUST-0640,2025-01-04,Social Media,Conversion,West,33,25-34,Female,191.47,Low,4228.01,14,200883,3213,218,23710.76,0.016,0.0678,4.608
CMP-018,CUST-0641,2025-03-09,Social Media,Retargeting,Central,43,35-44,Male,403.31,Medium,2502.47,10,40316,1308,76,7854.42,0.0324,0.0581,2.1387
CMP-027,CUST-0642,2025-04-23,Email,Conversion,East,45,45-54,Male,351.27,Medium,1601.33,10,81310,3044,236,19816.22,0.0374,0.0775,11.3749
CMP-003,CUST-0643,2025-01-16,Email,Retargeting,West,31,25-34,Male,125.79,Low,5080.12,14,125319,5464,634,68772.7,0.0436,0.116,12.5376
CMP-007,CUST-0644,2025-06-24,Email,Consideration,Central,40,35-44,Male,612.6,High,696.26,21,25585,1231,54,7559.37,0.0481,0.0439,9.8571
CMP-019,CUST-0645,2025-01-28,Paid Search,Awareness,North,32,25-34,Male,186.13,Low,1375.68,30,56141,3273,207,28641.86,0.0583,0.0632,19.8201
CMP-010,CUST-0646,2025-05-25,Social Media,Conversion,North,60,55+,Other,405.19,Medium,5189.39,30,244121,6606,441,30118.26,0.0271,0.0668,4.8038
CMP-034,CUST-0647,2025-04-03,Social Media,Consideration,Central,31,25-34,Female,582.11,High,2560.73,10,105824,3923,175,23123.48,0.0371,0.0446,8.03
CMP-023,CUST-0648,2025-04-18,Paid Search,Awareness,East,25,25-34,Female,203.11,Medium,3111.31,10,167407,6561,399,54863.75,0.0392,0.0608,16.6336
CMP-009,CUST-0649,2025-02-07,Paid Search,Conversion,East,32,25-34,Female,129.35,Low,2746.87,30,158615,8936,781,76421.24,0.0563,0.0874,26.8212
CMP-036,CUST-0650,2025-06-26,Paid Search,Consideration,North,36,35-44,Female,197.65,Low,5151.18,10,170918,9254,842,154817.56,0.0541,0.091,29.0548
CMP-036,CUST-0651,2025-06-07,Social Media,Consideration,East,52,45-54,Male,218.53,Medium,5171.55,7,116013,2663,131,15282.06,0.023,0.0492,1.955
CMP-028,CUST-0652,2025-05-11,Social Media,Retargeting,South,32,25-34,Male,204.26,Medium,1088.44,7,21600,448,39,3813.57,0.0207,0.0871,2.5037
CMP-018,CUST-0653,2025-05-15,Influencer,Awareness,East,30,25-34,Male,455.72,Medium,2814.91,30,130498,3271,138,18650.41,0.0251,0.0422,5.6256
CMP-018,CUST-0654,2025-05-05,Paid Search,Retargeting,North,30,25-34,Female,139.83,Low,1434.62,21,51603,2974,292,34035.21,0.0576,0.0982,22.7242
CMP-018,CUST-0655,2025-05-19,Email,Awareness,Central,34,25-34,Male,1017.97,VIP,4225.11,30,101860,4346,144,9646.03,0.0427,0.0331,1.283
CMP-029,CUST-0656,2025-01-31,Paid Search,Conversion,East,49,45-54,Male,1246.06,VIP,4661.07,21,184109,7926,549,50233.33,0.0431,0.0693,9.7772
CMP-015,CUST-0657,2025-06-22,Paid Search,Consideration,Central,27,25-34,Male,470.9,Medium,3778.03,7,165296,10382,629,98552.52,0.0628,0.0606,25.0857
CMP-036,CUST-0658,2025-05-31,Paid Search,Conversion,North,48,45-54,Female,121.52,Low,4579.76,21,136487,6408,504,61444.28,0.0469,0.0787,12.4165
CMP-009,CUST-0659,2025-01-18,Email,Conversion,Central,45,45-54,Female,186.76,Low,3055.03,21,81962,2632,154,13741.37,0.0321,0.0585,3.4979
CMP-023,CUST-0660,2025-06-21,Social Media,Retargeting,South,49,45-54,Male,224.27,Medium,2727.58,21,122480,2772,184,17296.66,0.0226,0.0664,5.3414
CMP-016,CUST-0661,2025-04-12,Paid Search,Awareness,West,49,45-54,Female,167.15,Low,4102.36,10,209181,9923,436,48488.27,0.0474,0.0439,10.8196
CMP-033,CUST-0662,2025-03-23,Email,Conversion,West,51,45-54,Female,421.89,Medium,2248.19,21,87807,4508,384,34561.39,0.0513,0.0852,14.373
CMP-003,CUST-0663,2025-01-29,Social Media,Consideration,Central,43,35-44,Male,133.23,Low,3312.14,30,80360,2077,130,6957.21,0.0258,0.0626,1.1005
CMP-022,CUST-0664,2025-05-18,Influencer,Conversion,Central,37,35-44,Female,134.86,Low,5128.3,10,232216,5962,403,37572.36,0.0257,0.0676,6.3265
